,v1_comment,Change Attribute Type,Change Parameter Type,Change Return Type,Change Variable Type,Move Class,Rename Attribute,Rename Class,Rename Method,Rename Parameter,Rename Variable
2298,"TODO: push this up to super
this also requires that the JbpmImportDialog is moved to the core plugin
also JbpmModelUtil.ImportHandler",1,1,1,1,1,1,1,1,1,1
2299,"this should be a vertical segment - navigate around the shape
go up or down from here?",1,1,1,1,1,1,1,1,1,1
2300,"this should be a vertical segment - navigate around the shape
go up or down from here?",1,1,1,1,1,1,1,1,1,1
2301,"this should be a vertical segment - navigate around the shape
go up or down from here?",1,1,1,1,1,1,1,1,1,1
2302,"this should be a vertical segment - navigate around the shape
go up or down from here?",1,1,1,1,1,1,1,1,1,1
2303,"this should be a vertical segment - navigate around the shape
go up or down from here?",1,1,1,1,1,1,1,1,1,1
2304,"this should be a vertical segment - navigate around the shape
go up or down from here?",1,1,1,1,1,1,1,1,1,1
2305,"this should be a horizontal segment - navigate around the shape
go left or right from here?",1,1,1,1,1,1,1,1,1,1
2306,"this should be a horizontal segment - navigate around the shape
go left or right from here?",1,1,1,1,1,1,1,1,1,1
2307,TODO: remove this temporary hack to fix Manhattan Router issue,0,0,0,0,1,0,0,0,0,1
2308,"This does the actual loading of the resource.
TODO: move the loading code to BPMN2PersistencyBehavior where it belongs,
and get rid of ModelHandler and ModelHandlerLocator",1,1,0,1,0,0,0,0,0,0
2309,ugly hack to disable selection in Property Viewer while source viewer is active,1,1,0,1,0,0,0,0,0,0
2310,ugly hack to disable selection in Property Viewer while source viewer is active,1,1,0,1,0,0,0,0,0,0
2311,"Graphiti understands multipage editors
Graphiti's DiagramEditorInternal
but apparently GEF doesn't
usually done in GEF's GraphicalEditor",1,1,0,1,0,0,0,0,0,0
2312,"if the selected element is obscured by another shape
send it to the top of the z-stack.
FIXME: this should be done in the figure's UpdateFeature or LayoutFeature, not here.",1,1,0,1,0,0,0,0,0,0
2313,if (baseElement instanceof Participant || baseElement instanceof Lane),1,1,0,1,0,0,0,0,0,0
2314,if (sibling instanceof ContainerShape &&,1,1,0,1,0,0,0,0,0,0
2315,"TODO: temporary hack until I can figure out how to associate
a Bpmn2ModelerFactory instance with a Resource.",0,0,0,1,0,0,0,0,0,1
2316,TODO: see to-do comment above,0,0,0,1,0,0,0,0,0,1
2317,TODO: remove this,0,0,0,1,0,1,0,0,0,1
2318,TODO remove JAXB support,1,1,1,0,0,1,1,1,1,1
2319,TODO rename to getCells,1,1,1,0,0,1,1,1,1,1
2320,Move shapes into container and translate to top-left corner,0,1,0,1,0,1,0,1,1,1
2321,Move shapes into container and translate to top-left corner,0,1,0,1,0,1,0,1,1,1
2322,TODO rename to setCells,1,1,1,0,0,1,1,1,1,1
2323,FIXME XmlTransient,1,1,1,0,0,1,1,1,1,1
2324,TODO Rename to setPathResolver,1,1,1,0,0,1,1,1,1,1
2325,TODO It should be configurable,1,1,1,0,0,1,1,1,1,1
2326,if (container instanceof Task),0,0,0,0,0,0,1,0,0,0
2327,if (container instanceof Task),0,0,0,0,0,0,1,0,0,0
2328,if (container instanceof Task),0,0,0,0,0,0,1,0,0,0
2329,if (container instanceof Task),0,0,0,0,0,0,1,0,0,0
2330,FIXME XmlTransient,1,1,1,0,0,1,1,1,1,1
2331,if (container instanceof Task),0,0,0,0,0,0,1,0,0,0
2332,if (container instanceof Task),0,0,0,0,0,0,1,0,0,0
2333,if (container instanceof Task),0,0,0,0,0,0,1,0,0,0
2334,if (container instanceof Task),0,0,0,0,0,0,1,0,0,0
2335,"FIXME XmlTransient
@XmlJavaTypeAdapter(MatrixXmlAdapter.class)",1,1,1,0,0,1,1,1,1,1
2336,TODO: new modules format,1,1,1,0,0,1,1,1,1,1
2337,XXX report,0,0,0,0,0,0,0,1,1,0
2338,XXX report,0,0,0,0,0,0,0,1,1,0
2339,XXX report,0,0,0,0,0,0,0,1,1,0
2340,XXX report,0,0,0,0,0,0,0,1,1,0
2341,XXX report,0,0,0,0,0,0,0,1,1,0
2342,XXX report,0,0,0,0,0,0,0,1,1,0
2343,XXX report,0,0,0,0,0,0,0,1,1,0
2344,TODO It should be configurable,1,1,1,0,0,1,1,1,1,1
2345,XXX report,0,0,0,0,0,0,0,1,1,0
2346,XXX report,0,0,0,0,0,0,0,1,1,0
2347,XXX report,0,0,0,0,0,0,0,1,1,0
2348,XXX report,0,0,0,0,0,0,0,1,1,0
2349,XXX report,0,0,0,0,0,0,0,1,1,0
2350,XXX report,0,0,0,0,0,0,0,1,1,0
2351,XXX report,0,0,0,0,0,0,0,1,1,0
2352,XXX report,0,0,0,0,0,0,0,1,1,0
2353,XXX TODO,0,0,0,0,0,0,0,1,1,0
2354,XXX TODO,0,0,0,0,0,0,0,1,1,0
2355,FIXME: heap problems with annotations..,1,1,1,0,0,1,1,1,1,1
2356,XXX report,0,0,0,1,0,0,0,1,0,1
2357,TODO status icon,1,1,1,1,0,1,1,1,1,1
2358,TODO strategize this,0,0,0,0,0,0,0,0,1,0
2359,TODO status icon,1,1,1,1,0,1,1,1,1,1
2360,TODO how about isGroupManager()?,0,0,0,0,0,0,0,0,1,0
2361,TODO how about isGroupManager()?,0,0,0,0,0,0,0,0,1,0
2362,TODO make configurable,0,0,0,0,0,0,0,0,1,0
2363,TODO make configurable,0,0,0,0,0,0,0,0,1,0
2364,TODO what if election is pending?,0,0,0,0,0,0,0,0,1,0
2365,TODO what if election is pending?,0,0,0,0,0,0,0,0,1,0
2366,TODO strategize this,0,0,0,0,0,0,0,0,1,0
2367,TODO strategize this,0,0,0,0,0,0,0,0,1,0
2368,TODO implement me!,0,0,0,0,0,0,0,0,1,0
2369,TODO bootstrap the new member,0,0,0,0,0,0,0,0,1,0
2370,TODO,1,1,1,1,0,1,1,1,1,1
2371,TODO,1,1,1,1,0,1,1,1,1,1
2372,TODO,1,1,1,1,0,1,1,1,1,1
2373,TODO,1,1,1,1,0,1,1,1,1,1
2374,XXX remove only ones from given account,0,0,0,0,0,0,0,1,1,0
2375,"XXX make this so it doesn't remove all entries, but rather only ones associated with this account",0,0,0,0,0,0,0,1,1,0
2376,TODO status icon,1,1,1,1,0,1,1,1,1,1
2377,TODO remove JAXB support,1,1,1,1,0,1,1,1,1,1
2378,TODO rename to makeCells(),1,1,1,1,0,1,1,1,1,1
2379,sender should wait here until something appears in queue or queue is stopped (returns null),0,0,0,0,0,1,0,0,0,0
2380,sender should wait here until something appears in queue or queue is stopped (returns null),0,0,0,0,0,1,0,0,0,0
2381,sender should wait here until something appears in queue or queue is stopped (returns null),0,0,0,0,0,1,0,0,0,0
2382,sender should wait here until something appears in queue or queue is stopped (returns null),0,0,0,0,0,1,0,0,0,0
2383,sender should wait here until something appears in queue or queue is stopped (returns null),0,0,0,0,0,1,0,0,0,0
2384,sender should wait here until something appears in queue or queue is stopped (returns null),0,0,0,0,0,1,0,0,0,0
2385,sender should wait here until something appears in queue or queue is stopped (returns null),0,0,0,0,0,1,0,0,0,0
2386,sender should wait here until something appears in queue or queue is stopped (returns null),0,0,0,0,0,1,0,0,0,0
2387,sender should wait here until something appears in queue or queue is stopped (returns null),0,0,0,0,0,1,0,0,0,0
2388,sender should wait here until something appears in queue or queue is stopped (returns null),0,0,0,0,0,1,0,0,0,0
2389,sender should wait here until something appears in queue or queue is stopped (returns null),0,0,0,0,0,1,0,0,0,0
2390,We give up if thread interrupted or disconnect has occurred,0,0,0,0,0,1,0,0,0,0
2391,We give up if thread interrupted or disconnect has occurred,0,0,0,0,0,1,0,0,0,0
2392,We give up if thread interrupted or disconnect has occurred,0,0,0,0,0,1,0,0,0,0
2393,We give up if thread interrupted or disconnect has occurred,0,0,0,0,0,1,0,0,0,0
2394,We give up if thread interrupted or disconnect has occurred,0,0,0,0,0,1,0,0,0,0
2395,We give up if thread interrupted or disconnect has occurred,0,0,0,0,0,1,0,0,0,0
2396,We give up if thread interrupted or disconnect has occurred,0,0,0,0,0,1,0,0,0,0
2397,We give up if thread interrupted or disconnect has occurred,0,0,0,0,0,1,0,0,0,0
2398,We give up if thread interrupted or disconnect has occurred,0,0,0,0,0,1,0,0,0,0
2399,We give up if thread interrupted or disconnect has occurred,0,0,0,0,0,1,0,0,0,0
2400,We give up if thread interrupted or disconnect has occurred,0,0,0,0,0,1,0,0,0,0
2401,We give up if thread interrupted or disconnect has occurred,0,0,0,0,0,1,0,0,0,0
2402,We give up if thread interrupted or disconnect has occurred,0,0,0,0,0,1,0,0,0,0
2403,We give up if thread interrupted or disconnect has occurred,0,0,0,0,0,1,0,0,0,0
2404,We give up if thread interrupted or disconnect has occurred,0,0,0,0,0,1,0,0,0,0
2405,We give up if thread interrupted or disconnect has occurred,0,0,0,0,0,1,0,0,0,0
2406,XXX Log this properly or handle with new semantics for handling extensions,0,1,0,0,0,0,0,1,1,0
2407,XXX Log this properly or handle with new semantics for handling extensions,0,1,0,0,0,0,0,1,1,0
2408,XXX Log this properly or handle with new semantics for handling extensions,0,1,0,0,0,0,0,1,1,0
2409,TODO handle this!,0,0,0,1,0,0,0,1,0,1
2410,TODO set timer to time out if no response received within some bound,1,0,0,0,0,0,0,1,0,0
2411,"TODO this is a bit unsafe -- does not prevent duplicate unsubscription
-- perhaps we should create a token (ID) in subscribe() and require it here?",1,0,0,0,0,0,0,1,0,0
2412,TODO Log me!,1,0,0,0,0,0,0,1,0,0
2413,TODO Log me!,1,0,0,0,0,0,0,1,0,0
2414,TODO Allow Welcome to be closed ???,1,1,0,0,1,0,1,1,0,1
2415,XXX testing,0,1,0,1,0,0,0,1,1,0
2416,XXX Testing,0,1,0,1,0,0,0,1,1,0
2417,XXX testing,0,1,0,1,0,0,0,1,1,0
2418,XXX end testing,0,1,0,1,0,0,0,1,1,0
2419,XXX this is where extension mechanism needs to be added,0,1,0,1,0,0,0,1,1,0
2420,"XXX this is being used to distinguish between this, more modern
version of
IPresenceContainerAdapter implementation and the older one.
This should be eventually removed",0,0,1,0,0,0,0,1,0,0
2421,"XXX this should call the view back to display the message/do other things, etc",0,0,0,0,0,0,0,1,0,0
2422,"TODO this.view.view.getSite().registerContextMenu(menuMgr,",1,0,0,0,0,0,0,0,0,0
2423,TODO: This needs to be handled properly,0,0,0,1,0,0,0,0,0,0
2424,"With this interface, we'll simply supply the class name
as the instance name. Eventually, the user interface should
allow the creation of some other instance name",0,0,0,0,0,0,1,0,0,0
2425,"With this interface, we'll simply supply the class name
as the instance name. Eventually, the user interface should
allow the creation of some other instance name",0,0,0,0,0,0,1,0,0,0
2426,XXX currently unused,1,0,0,1,0,1,1,0,1,0
2427,TODO we can be more lazy here,1,0,0,1,0,1,1,0,1,0
2428,XXX currently unused,1,0,0,0,0,1,0,0,0,0
2429,XXX currently unused,1,0,0,0,0,1,0,0,0,0
2430,XXX this should not be done in Activator...but we're going do do it anyway,1,0,0,0,0,1,0,0,0,0
2431,"TODO unsure whether this is needed or not, need to test
transform against last element in the queue",1,1,0,0,0,0,0,1,1,1
2432,"i.e. this strategy belongs to an operation/msg coming from a
participant-->lesser prio
remote is to be properly transformed",1,1,0,0,0,0,0,1,1,1
2433,TODO this is where the concurrency algorithm is executed,0,0,1,0,0,0,0,0,0,1
2434,"TODO this is where the BUG is - I am not adapting/modifying the
queued up operations!!! 2008-06-08",0,0,1,0,0,0,0,0,0,1
2435,XXX nothing to do,0,0,1,1,1,0,0,0,0,0
2436,TODO provide for a user-interactive selection mechanism,0,0,1,1,1,0,0,0,0,0
2437,"TODO breaking DocShare & strategy independence, bad design, fix when refactoring for API",0,0,1,1,1,0,0,0,0,0
2438,"transparent concurrency/sync'ing algorithm delegation
The idea here is to be transparent with the sync'ing
strategy.
$NON-NLS-1$",0,0,1,1,1,0,0,0,0,0
2439,"used to have the ColaSynchronizer.getInstanceFor(...) call here ...
TODO needs to be moved to a more appropriate spot, where ColaSynch'er
does not blow up",0,0,1,1,1,0,0,0,0,0
2440,FIXME use JAXB to save state,0,0,0,0,0,0,0,0,0,1
2441,"clean up if necessary
TODO abstract this to work for SynchronizationStrategy",0,0,1,1,1,0,0,0,0,0
2442,"GEN-FIRST:event_leftLogoMouseClicked
TODO add your handling code here:
GEN-LAST:event_leftLogoMouseClicked",0,0,0,0,0,1,0,0,1,1
2443,"GEN-FIRST:event_leftLogoMouseClicked
TODO add your handling code here:
GEN-LAST:event_leftLogoMouseClicked",0,0,0,0,0,1,0,0,1,1
2444,"GEN-FIRST:event_leftLogoMouseClicked
TODO add your handling code here:
GEN-LAST:event_leftLogoMouseClicked",0,0,0,0,0,1,0,0,1,1
2445,TODO Deberia lanzar una excepción?,0,0,0,0,0,1,0,1,1,0
2446,TODO Deberia lanzar una excepción?,0,0,0,0,0,1,0,1,1,0
2447,TODO: to log,1,1,1,1,0,1,1,1,1,1
2448,TODO: to log,1,1,1,1,0,1,1,1,1,1
2449,TODO constants are def. in RemoteOSGiMessage -> move all to Impl?,1,1,1,1,0,1,1,1,1,1
2450,"find out own IP address
TODO: allow configuration",1,1,1,1,0,1,1,1,1,1
2451,"find out own IP address
TODO: allow configuration",1,1,1,1,0,1,1,1,1,1
2452,"FIXME: Surrogates have to be monitored
separately!!!",1,1,1,1,0,1,1,1,1,1
2453,TODO transposition if correlation for rows selected,0,0,0,0,1,0,1,0,0,0
2454,FIXME use double[],0,0,0,0,1,0,1,0,0,0
2455,"TODO Auto-generated method stub
XXX need to check service typeID to check that services contains",0,0,1,0,0,0,0,0,0,0
2456,"TODO Auto-generated method stub
XXX this has to return an appropriate service type",0,0,1,0,0,0,0,0,0,0
2457,TODO count how many pairs to compare,0,0,0,0,1,0,1,0,0,0
2458,"FIXME:
this must be common to MatrixView and TableView",0,0,0,0,1,0,1,0,0,0
2459,"JR: XXX SMELL: this should not access the internals of the discovery
part since the discovery is optional.",0,0,0,0,0,1,0,0,0,0
2460,Get ECF discovery container ID...if not found there is a problem,0,1,0,1,0,0,0,0,1,1
2461,Get ECF discovery container ID...if not found there is a problem,0,1,0,1,0,0,0,0,1,1
2462,XXX TODO...consult serviceRegistrationMap,0,1,0,1,0,0,0,0,1,1
2463,XXX Fill in properties from ECF,0,1,0,1,0,0,0,0,1,1
2464,XXX TODO,0,1,0,1,0,0,0,0,1,1
2465,XXX word on the street is that this is being removed from spec,0,0,1,0,0,0,0,1,0,0
2466,XXX this should include all idFilter entries...not just first,1,0,1,0,0,1,0,0,1,0
2467,XXX todo,1,0,1,0,0,1,0,0,1,0
2468,XXX todo,1,0,1,0,0,1,0,0,1,0
2469,XXX todo,1,0,1,0,0,1,0,0,1,0
2470,XXX log to error,0,0,0,0,0,0,0,1,0,0
2471,TODO get from service properties?,0,0,0,0,0,0,0,1,0,0
2472,TODO get from service properties?,0,0,0,0,0,0,1,0,0,1
2473,TODO Look the identity in the subjectAltName extension if available,1,1,1,1,1,1,0,1,1,1
2474,TODO Look the identity in the subjectAltName extension if available,1,1,1,1,1,1,0,1,1,1
2475,Convert option to boolean in way that code likes it.,1,1,1,1,1,1,0,1,1,1
2476,Convert option to boolean in way that code likes it.,1,1,1,1,1,1,0,1,1,1
2477,"Two ways to do the same thing. Don't know which way I like best.
int outBuff = ( ( DECODABET[ source[ srcOffset ] ] << 24 ) >>> 6
)",1,1,1,1,1,1,0,1,1,1
2478,"Two ways to do the same thing. Don't know which way I like best.
int outBuff = ( ( DECODABET[ source[ srcOffset ] ] << 24 ) >>> 6
)
| ( ( DECODABET[ source[ srcOffset + 1 ] ] << 24 ) >>> 12 )",1,1,1,1,1,1,0,1,1,1
2479,"Two ways to do the same thing. Don't know which way I like
best.
int outBuff = ( ( DECODABET[ source[ srcOffset ] ] << 24 )
>>> 6 )
| ( ( DECODABET[ source[ srcOffset + 1 ] ] << 24 ) >>> 12 )
| ( ( DECODABET[ source[ srcOffset + 2 ] ] << 24 ) >>> 18 )",1,1,1,1,1,1,0,1,1,1
2480,"Two ways to do the same thing. Don't know which way I like
best.
int outBuff = ( ( DECODABET[ source[ srcOffset ] ] << 24 )
>>> 6 )
| ( ( DECODABET[ source[ srcOffset + 1 ] ] << 24 ) >>> 12 )
| ( ( DECODABET[ source[ srcOffset + 2 ] ] << 24 ) >>> 18 )",1,1,1,1,1,1,0,1,1,1
2481,"White space, Equals sign or
better",1,1,1,1,1,1,0,1,1,1
2482,"White space, Equals sign or
better",1,1,1,1,1,1,0,1,1,1
2483,end if: equals sign or better,1,1,1,1,1,1,0,1,1,1
2484,end if: equals sign or better,1,1,1,1,1,1,0,1,1,1
2485,end if: equals sign or better,1,1,1,1,1,1,0,1,1,1
2486,end if: equals sign or better,1,1,1,1,1,1,0,1,1,1
2487,"end if: white space, equals sign or better",1,1,1,1,1,1,0,1,1,1
2488,"end if: white space, equals sign or better",1,1,1,1,1,1,0,1,1,1
2489,"Trouble finding info in some cases. This is a workaround for
discovering info on remote servers.",1,1,1,1,1,1,0,1,1,1
2490,TODO listen for 404 error code when inviter supplies a non-existent JID,1,1,1,1,1,1,0,1,1,1
2491,"for the moment we have to manually create a container
TODO move into ecf specific configuration",0,0,0,0,0,0,0,0,0,1
2492,"FIXME could contain host:port so this would not match
correctly",1,0,1,1,0,0,0,1,1,1
2493,FIXME race condition when two servers run on the same machine,1,0,1,1,0,0,0,1,1,1
2494,create brand new zooKeeper server. FIXME double cake?,1,0,1,1,0,0,0,1,1,1
2495,TODO file bug upstream that queryResult may never be null,0,1,1,1,0,0,0,0,0,0
2496,TODO file bug upstream that queryResult may never be null,0,1,1,1,0,0,0,0,0,0
2497,"At this point, the client can choose how to invoke the remote service...e.g. via IRemoteService.callAsync/1 or callSync/2
For this example consumer, we'll just get the proxy and invoke it in this thread",0,0,0,0,0,1,0,0,0,0
2498,"IPv4
IPv6 FIXME [PJYF Oct 14 2004] This has not been tested",1,1,1,1,0,1,0,1,1,1
2499,hack for the iPhone (arm darwin) to not set the NetworkInterface. This fails on GNU classpath 0.96.,1,1,1,1,0,1,0,1,1,1
2500,"[
PJYF
Oct
14
2004
]
Why
do
we
disallow
the
loopback
address
?",1,1,1,1,0,1,0,1,1,1
